desired_id,client_id,skill,title
1398,663,"['Angular', 'NoSQL', 'OAuth APIs', 'OAuth APIs', 'SQL']",Project663
1399,259,"['Java', 'Java JSF', 'MVVM']",Project259
1400,284,"['MySQL', 'NoSQL', 'RxJava', 'XML']",Project284
1401,765,"['Angular', 'Design Patterns', 'Java 8', 'JUnit', 'UI Development']",Project765
1402,616,"['Java', 'SOAP', 'Software Development']",Project616
1403,208,['Back-End Development'],Project208
1404,202,"['Back-End Development', 'Hibernate', 'MongoDB']",Project202
1405,513,"['Fullstack Development', 'Java']",Project513
1406,487,"['Java JSF', 'NoSQL', 'SQL', 'Web Services']",Project487
1407,609,"['Fullstack Development', 'JDBC', 'Spring', 'XML']",Project609
1409,962,['Web API'],Project962
1410,942,"['AWS', 'Design Patterns', 'MongoDB', 'Web Services']",Project942
1411,129,"['Highcharts', 'Java', 'Web3']",Project129
1412,590,"['Fullstack Development', 'JDBC', 'JWT', 'MongoDB', 'SQL']",Project590
1413,317,"['AWS', 'AWS', 'NoSQL', 'XML']",Project317
1414,223,"['MongoDB', 'PostgreSQL', 'RxJava', 'XML']",Project223
1415,269,"['CSS', 'Gradle', 'Maven', 'OAuth APIs']",Project269
1416,301,"['Design Patterns', 'Microservices', 'Problem Solving']",Project301
1417,293,"['Hibernate', 'JDBC']",Project293
1418,972,"['CSS', 'Java', 'Java', 'MongoDB', 'MVVM', 'Spring']",Project972
1419,47,"['Algorithms and Data Structures', 'Java', 'Java JSF', 'Java JSF', 'Web Sockets', 'Web3']",Project47
1420,70,"['JDBC', 'JSON', 'Microservices', 'OOP', 'Software Development', 'Spring MVC']",Project70
1421,194,"['Fullstack Development', 'JUnit', 'RDBMS', 'Spring Boot', 'Spring Framework']",Project194
1422,600,"['MVC', 'Web API']",Project600
1423,889,"['Core Java', 'Gradle', 'Java']",Project889
1424,232,['Microservices'],Project232
1425,219,"['Back-End Development', 'JUnit', 'Problem Solving', 'RxJava']",Project219
1427,857,"['Git', 'Maven']",Project857
1428,694,"['Git', 'Problem Solving', 'REST/RESTful APIs', 'RxJava']",Project694
1429,201,['Java JSF'],Project201
1430,429,"['Fullstack Development', 'MySQL']",Project429
1431,864,"['Microservices', 'Spring Boot']",Project864
1432,968,"['CSS', 'GitHub', 'JSON', 'JUnit', 'Spring MVC']",Project968
1433,522,"['Angular', 'REST/RESTful APIs']",Project522
1434,162,"['Angular', 'Angular', 'Git', 'NoSQL', 'Problem Solving', 'SQL']",Project162
1435,920,['MongoDB'],Project920
1436,729,"['Problem Solving', 'Problem Solving', 'Spring Boot']",Project729
1437,398,"['Design Patterns', 'GitHub', 'JWT', 'OOP', 'REST/RESTful APIs', 'Spring MVC', 'Web Sockets', 'Web3']",Project398
1438,134,"['Design Patterns', 'RDBMS', 'Spring Framework']",Project134
1439,804,"['Back-End Development', 'MongoDB', 'Spring MVC']",Project804
1440,380,"['NoSQL', 'Web Services']",Project380
1441,811,['Algorithms and Data Structures'],Project811
1442,236,['MVC'],Project236
1443,143,"['J2EE', 'MySQL', 'Spring Framework']",Project143
1444,857,"['Fullstack Development', 'JUnit', 'Spring Boot', 'Typescript']",Project857
1445,448,"['Angular', 'MongoDB']",Project448
1446,157,['MySQL'],Project157
1447,21,"['NoSQL', 'Problem Solving']",Project21
1448,496,"['Back-End Development', 'Java JSF', 'MySQL', 'NoSQL', 'Spring MVC']",Project496
1449,930,['Software Development'],Project930
1450,313,"['Hibernate', 'Spring Boot', 'Spring MVC', 'Typescript']",Project313
1451,897,"['J2EE', 'JUnit', 'JWT', 'Problem Solving', 'Software Development', 'Spring']",Project897
1452,434,"['JSON', 'JSON']",Project434
1453,114,"['Gradle', 'JWT', 'RDBMS', 'Web Development']",Project114
1454,924,"['Firebase', 'OOP', 'PostgreSQL', 'SOAP']",Project924
1455,102,"['Firebase', 'MongoDB', 'MVC', 'MySQL', 'Web Services']",Project102
1456,351,"['JUnit', 'NoSQL', 'XML']",Project351
1457,867,"['Core Java', 'Maven']",Project867
1458,702,"['Maven', 'NoSQL', 'RxJava']",Project702
1459,969,"['GitHub', 'GitHub', 'Typescript']",Project969
1460,810,"['OOP', 'Postman']",Project810
1461,513,"['Firebase', 'Java 8']",Project513
1462,381,"['Firebase', 'Postman', 'Web Development', 'Web3']",Project381
1463,72,"['MongoDB', 'Typescript', 'UI Development', 'Web API']",Project72
1464,524,"['Algorithms and Data Structures', 'AWS', 'PostgreSQL']",Project524
1465,994,"['JUnit', 'MVC', 'Problem Solving']",Project994
1466,730,"['Spring Framework', 'Typescript']",Project730
1467,108,"['Design Patterns', 'J2EE', 'JWT']",Project108
1468,509,"['Hibernate', 'JDBC', 'Maven', 'NoSQL']",Project509
1469,979,"['Angular', 'Fullstack Development', 'Hibernate', 'Maven', 'NoSQL', 'Problem Solving', 'RDBMS']",Project979
1470,430,"['Core Java', 'J2EE', 'REST/RESTful APIs', 'SOAP', 'Web Sockets']",Project430
1471,125,"['JSON', 'JWT', 'MVVM', 'Typescript']",Project125
1472,663,"['JUnit', 'MVC', 'UI Development']",Project663
1473,878,"['CSS', 'J2EE', 'JSON']",Project878
1474,475,"['Core Java', 'Fullstack Development', 'J2EE', 'Java 8', 'Java JSF', 'JWT', 'OAuth APIs', 'RDBMS', 'XML']",Project475
1475,448,"['GitHub', 'Java', 'Microservices', 'Spring', 'Spring MVC']",Project448
1476,626,['Web API'],Project626
1477,256,"['Angular', 'Design Patterns', 'Gradle', 'XML']",Project256
1478,25,"['AWS', 'Fullstack Development', 'HTML', 'JUnit']",Project25
1479,334,"['Algorithms and Data Structures', 'JUnit', 'Microservices', 'SQL']",Project334
1480,390,"['Highcharts', 'Java', 'RDBMS', 'REST/RESTful APIs']",Project390
1481,681,"['Back-End Development', 'Git', 'JDBC', 'MongoDB', 'MySQL', 'Spring Boot', 'Spring Boot', 'Web Services']",Project681
1482,962,"['Hibernate', 'J2EE', 'RxJava']",Project962
1483,37,"['Hibernate', 'Maven', 'Spring Boot', 'Spring Framework']",Project37
1484,240,"['Design Patterns', 'Firebase', 'JUnit', 'JWT']",Project240
1485,178,"['Back-End Development', 'Git', 'OAuth APIs', 'Web API']",Project178
1486,409,"['Java', 'Maven', 'MySQL', 'Software Development']",Project409
1487,93,"['Design Patterns', 'Fullstack Development', 'JWT']",Project93
1488,429,"['Gradle', 'XML']",Project429
1489,804,"['NoSQL', 'Software Development', 'Web Development', 'Web Development', 'Web Services']",Project804
1490,223,"['CSS', 'MVC', 'Spring Framework']",Project223
1491,537,"['HTML', 'J2EE', 'Java JSF', 'OOP']",Project537
1492,120,"['JSON', 'MongoDB', 'Spring', 'UI Development']",Project120
1493,857,"['Angular', 'JUnit', 'XML']",Project857
1494,300,"['Back-End Development', 'Java 8', 'JWT', 'REST/RESTful APIs', 'XML']",Project300
1495,960,"['Java 8', 'SQL']",Project960
1497,375,"['Java JSF', 'MySQL']",Project375
1498,858,"['GitHub', 'JWT', 'SOAP', 'UI Development']",Project858
1499,321,"['Firebase', 'Spring Framework']",Project321
1500,439,"['Design Patterns', 'JUnit']",Project439
1501,822,"['Algorithms and Data Structures', 'Back-End Development', 'NPM Packages Development', 'UI Development', 'Web Development']",Project822
1502,33,"['Ember.js', 'Express.js', 'Microservices', 'MVVM', 'UI Development']",Project33
1503,27,"['ArcGIS JavaScript API', 'Vue.js']",Project27
1504,662,"['Design Patterns', 'Git', 'Git', 'Node.js']",Project662
1505,473,"['AngularJS', 'Fullstack Development']",Project473
1506,499,"['D3.js', 'Git']",Project499
1507,891,"['CSS', 'GitHub', 'GraphQL', 'Web Development', 'Web Development']",Project891
1508,689,"['GitHub', 'JSON', 'Nuxt.js']",Project689
1509,758,['Ember.js'],Project758
1510,296,"['Highcharts', 'Microservices', 'NoSQL']",Project296
1512,215,"['D3.js', 'Java', 'Next.js', 'Vue.js']",Project215
1513,675,"['HTML', 'MySQL']",Project675
1514,923,"['Git', 'MariaDB', 'MVC', 'Web Development']",Project923
1515,783,"['Git', 'NW.js']",Project783
1516,835,"['Highcharts', 'JSON', 'Next.js', 'NW.js']",Project835
1517,498,"['D3.js', 'ExtJS', 'Feathers JS', 'Microservices', 'NPM Packages Development']",Project498
1518,557,"['jQuery', 'MariaDB', 'REST/RESTful APIs']",Project557
1519,715,['MariaDB'],Project715
1520,376,"['Firebase', 'Java', 'MVC', 'Next.js']",Project376
1521,883,"['GitHub', 'Highcharts', 'REST/RESTful APIs']",Project883
1522,418,"['NPM Packages Development', 'UI Development']",Project418
1523,356,"['Knex.js', 'Meteor.js', 'NPM Packages Development']",Project356
1524,80,"['Microservices', 'NoSQL']",Project80
1526,287,"['C', 'Java', 'Knex.js', 'MariaDB', 'Meteor.js']",Project287
1527,518,"['Nuxt.js', 'REST/RESTful APIs']",Project518
1528,356,"['ArcGIS JavaScript API', 'ExtJS', 'HTML', 'MySQL', 'Vue.js', 'Vue.js']",Project356
1530,610,"['C', 'Firebase', 'NPM Packages Development', 'OOP']",Project610
1531,388,"['Ember.js', 'Feathers JS', 'MariaDB']",Project388
1532,424,"['JSON', 'MongoDB', 'Nuxt.js']",Project424
1533,749,"['C', 'Fullstack Development', 'PostgreSQL']",Project749
1534,766,"['GraphQL', 'SQL']",Project766
1535,797,"['D3.js', 'Ember.js', 'JavaScript', 'Nest.js', 'Vue.js']",Project797
1536,697,"['ArcGIS JavaScript API', 'GraphQL']",Project697
1538,188,"['AdonisJS', 'Vue.js']",Project188
1539,405,"['MySQL', 'REST/RESTful APIs']",Project405
1540,555,"['AdonisJS', 'Back-End Development', 'Javascript ES6', 'MongoDB', 'PostgreSQL', 'Postman']",Project555
1541,797,"['Knockout.js', 'MVVM']",Project797
1542,292,"['Algorithms and Data Structures', 'GitHub', 'JavaScript', 'SQL']",Project292
1543,656,"['Nest.js', 'OOP']",Project656
1544,768,"['Algorithms and Data Structures', 'ExtJS', 'Firebase', 'Java', 'Microservices']",Project768
1545,346,"['Ember.js', 'NPM Packages Development', 'Nuxt.js']",Project346
1546,19,"['Highcharts', 'Next.js', 'Node.js']",Project19
1547,773,"['C', 'Firebase', 'NoSQL']",Project773
1548,420,"['D3.js', 'Durandal.js', 'JSON', 'JSON', 'MySQL']",Project420
1549,239,"['Ember.js', 'PostgreSQL', 'Vue.js']",Project239
1550,672,"['Algorithms and Data Structures', 'Microservices', 'Vue.js']",Project672
1551,758,"['Algorithms and Data Structures', 'Fullstack Development', 'jQuery', 'MariaDB', 'Sails.js']",Project758
1552,83,['Knex.js'],Project83
1553,708,"['HTML', 'Knex.js', 'PostgreSQL']",Project708
1554,678,"['HTML', 'MVP']",Project678
1555,377,"['Git', 'Meteor.js', 'Next.js', 'REST/RESTful APIs']",Project377
1556,299,"['ArcGIS JavaScript API', 'jQuery']",Project299
1557,139,"['MVVM', 'Sails.js', 'UI Development']",Project139
1558,85,['Knex.js'],Project85
1559,210,"['Express.js', 'Meteor.js', 'MVVM']",Project210
1560,164,"['C', 'Node.js', 'Sails.js']",Project164
1561,565,"['Firebase', 'jQuery', 'jQuery', 'Next.js', 'Postman']",Project565
1562,734,"['Back-End Development', 'jQuery', 'NoSQL', 'PostgreSQL']",Project734
1563,912,"['Express.js', 'jQuery', 'Knex.js', 'NPM Packages Development', 'UI Development']",Project912
1564,868,"['AdonisJS', 'jQuery', 'Postman', 'REST/RESTful APIs']",Project868
1565,680,"['CSS', 'ExtJS', 'Postman', 'Web Development']",Project680
1566,650,"['CSS', 'jQuery', 'MongoDB', 'Postman', 'Vue.js']",Project650
1567,80,"['AdonisJS', 'ExtJS', 'JSON', 'MVVM', 'Node.js', 'OOP']",Project80
1568,437,['MongoDB'],Project437
1569,346,"['Ember.js', 'NW.js']",Project346
1570,825,['D3.js'],Project825
1572,422,['AdonisJS'],Project422
1573,415,"['JSON', 'Next.js']",Project415
1574,195,"['JSON', 'Next.js', 'OOP', 'Sails.js']",Project195
1575,424,"['Knex.js', 'Vue.js']",Project424
1576,405,['MySQL'],Project405
1577,835,"['AngularJS', 'C', 'ExtJS', 'Java', 'Knex.js']",Project835
1578,26,"['Durandal.js', 'MySQL']",Project26
1579,816,"['jQuery', 'MongoDB', 'Sails.js']",Project816
1580,751,"['MySQL', 'Nest.js']",Project751
1581,49,"['AdonisJS', 'AngularJS']",Project49
1582,540,"['Javascript ES6', 'React']",Project540
1583,323,"['Design Patterns', 'Feathers JS', 'GraphQL', 'Knex.js']",Project323
1584,733,['Web Development'],Project733
1585,846,"['AngularJS', 'ArcGIS JavaScript API', 'HTML', 'jQuery']",Project846
1586,973,"['Algorithms and Data Structures', 'CSS', 'JSON', 'Nuxt.js']",Project973
1587,739,"['Design Patterns', 'Java']",Project739
1588,472,"['Firebase', 'Nest.js', 'Node.js', 'Node.js', 'React']",Project472
1589,727,"['Ember.js', 'HTML', 'HTML', 'jQuery', 'jQuery', 'PostgreSQL']",Project727
1590,177,"['GitHub', 'Nuxt.js', 'NW.js', 'NW.js', 'Web Development']",Project177
1591,306,"['C', 'Fullstack Development', 'NPM Packages Development', 'NPM Packages Development']",Project306
1592,671,"['ExtJS', 'GitHub', 'Node.js']",Project671
1593,833,['Ember.js'],Project833
1594,758,"['Back-End Development', 'Java', 'JavaScript', 'Javascript ES6', 'Next.js', 'NoSQL', 'Nuxt.js']",Project758
1595,777,"['Algorithms and Data Structures', 'Feathers JS', 'Postman', 'SQL']",Project777
1596,112,"['Algorithms and Data Structures', 'Back-End Development', 'Sails.js']",Project112
1597,399,"['Algorithms and Data Structures', 'Firebase', 'Git', 'GitHub', 'GraphQL', 'Meteor.js', 'MySQL', 'Nest.js', 'OOP']",Project399
1598,585,"['Express.js', 'Java', 'Microservices', 'MVVM']",Project585
1599,869,"['AdonisJS', 'ArcGIS JavaScript API', 'GitHub', 'Java', 'MVP']",Project869
1600,911,"['Javascript ES6', 'Sails.js']",Project911
1601,122,"['Next.js', 'NPM Packages Development']",Project122
1602,671,"['AngularJS', 'Durandal.js', 'Feathers JS', 'JSON', 'Nuxt.js']",Project671
1603,950,"['MySQL', 'Postman']",Project950
1604,499,"['AngularJS', 'Design Patterns', 'Firebase', 'MVP', 'OOP', 'Postman']",Project499
1605,891,['NoSQL'],Project891
1606,837,['MVC'],Project837
1607,305,['D3.js'],Project305
1608,550,"['Ember.js', 'MVC', 'Next.js', 'UI Development']",Project550
1609,170,"['Postman', 'UI Development']",Project170
1610,15,"['JSON', 'MVC', 'MySQL', 'Nest.js']",Project15
1611,415,"['Firebase', 'Knex.js', 'MVVM']",Project415
1612,373,['Highcharts'],Project373
1613,199,"['AdonisJS', 'Design Patterns', 'Javascript ES6', 'Next.js', 'Postman']",Project199
1614,463,"['Design Patterns', 'Nest.js']",Project463
1615,122,"['ExtJS', 'Git']",Project122
1616,184,"['Firebase', 'jQuery', 'PostgreSQL']",Project184
1617,329,"['React', 'Vue.js']",Project329
1618,184,"['CSS', 'Feathers JS', 'GraphQL', 'Knex.js', 'OOP']",Project184
1619,419,"['Git', 'REST/RESTful APIs']",Project419
1620,388,"['C', 'GitHub', 'MVP', 'MySQL']",Project388
1621,835,"['ExtJS', 'Knex.js', 'Knockout.js', 'Next.js', 'PostgreSQL']",Project835
1622,463,"['Feathers JS', 'Javascript ES6', 'JSON']",Project463
1623,31,"['D3.js', 'Feathers JS', 'PostgreSQL', 'REST/RESTful APIs']",Project31
1624,406,"['Feathers JS', 'GitHub', 'PostgreSQL', 'Vue.js']",Project406
1625,453,"['AngularJS', 'Meteor.js', 'NPM Packages Development', 'Postman']",Project453
1626,543,"['GitHub', 'GraphQL', 'JSON', 'Nuxt.js', 'UI Development']",Project543
1627,647,"['JavaScript', 'MariaDB', 'MVC']",Project647
1628,176,['Design Patterns'],Project176
1629,723,"['Algorithms and Data Structures', 'Firebase', 'Firebase', 'Firebase', 'Git']",Project723
1630,342,"['D3.js', 'D3.js', 'Javascript ES6', 'REST/RESTful APIs', 'Web Development']",Project342
1631,227,"['AngularJS', 'MongoDB']",Project227
1632,387,"['ExtJS', 'GitHub', 'NPM Packages Development', 'Vue.js']",Project387
1633,422,"['Express.js', 'Express.js', 'HTML', 'Nest.js', 'Nuxt.js']",Project422
1634,364,"['AdonisJS', 'Feathers JS', 'Git', 'MVC', 'PostgreSQL']",Project364
1635,869,"['Algorithms and Data Structures', 'Back-End Development', 'Git', 'Javascript ES6', 'MVC', 'SQL']",Project869
1636,752,"['ExtJS', 'Knockout.js', 'NW.js', 'Vue.js']",Project752
1637,80,['Web Development'],Project80
1638,417,"['Knockout.js', 'MySQL']",Project417
1639,386,"['Back-End Development', 'Javascript ES6', 'Nest.js', 'PostgreSQL']",Project386
1640,209,"['Ember.js', 'Java', 'Microservices', 'Nest.js', 'OOP']",Project209
1641,425,"['Ember.js', 'Knockout.js', 'MVC']",Project425
1642,585,"['CSS', 'Firebase']",Project585
1643,906,"['Highcharts', 'Highcharts', 'Highcharts']",Project906
1645,703,"['Knockout.js', 'Meteor.js', 'NW.js', 'React', 'Web Development']",Project703
1646,654,"['Durandal.js', 'GitHub', 'Nest.js', 'OOP', 'React']",Project654
1647,422,"['Firebase', 'Javascript ES6', 'MariaDB', 'MVC', 'Nest.js', 'Vue.js']",Project422
1648,431,"['Feathers JS', 'JavaScript', 'Knockout.js', 'React']",Project431
1649,34,"['Algorithms and Data Structures', 'Durandal.js', 'jQuery', 'Knex.js']",Project34
1650,387,"['C', 'Javascript ES6', 'REST/RESTful APIs']",Project387
1651,164,['OOP'],Project164
1652,287,"['Highcharts', 'MongoDB']",Project287
1653,950,['Java'],Project950
1654,825,"['AdonisJS', 'MVP', 'OOP']",Project825
1655,83,"['C', 'Durandal.js', 'MySQL', 'NW.js']",Project83
1656,550,"['Back-End Development', 'Highcharts', 'Java', 'SQL']",Project550
1657,18,"['D3.js', 'Feathers JS', 'Git']",Project18
1658,314,"['MVP', 'REST/RESTful APIs', 'SQL']",Project314
1659,292,"['JSON', 'Next.js', 'Web Development']",Project292
1660,180,"['MariaDB', 'MVC', 'NPM Packages Development']",Project180
1661,287,['React'],Project287
1662,891,"['Ember.js', 'GitHub', 'NW.js', 'OOP', 'SQL']",Project891
1663,721,"['AdonisJS', 'Ember.js', 'Fullstack Development', 'Knex.js', 'Nuxt.js']",Project721
1664,323,"['Knex.js', 'Nuxt.js', 'Nuxt.js']",Project323
1665,164,"['Fullstack Development', 'MongoDB', 'REST/RESTful APIs']",Project164
1666,549,"['Durandal.js', 'MongoDB']",Project549
1667,743,"['Git', 'jQuery', 'Knex.js', 'OOP', 'Sails.js']",Project743
1668,846,"['ArcGIS JavaScript API', 'D3.js', 'MVVM', 'Nuxt.js']",Project846
1669,527,"['CSS', 'Firebase', 'Fullstack Development', 'PostgreSQL', 'Postman', 'Vue.js']",Project527
1670,793,"['Ember.js', 'Web Development']",Project793
1671,809,['NW.js'],Project809
1672,15,"['D3.js', 'jQuery', 'OOP']",Project15
1673,650,"['CSS', 'Ember.js', 'GitHub', 'Meteor.js', 'Next.js']",Project650
1674,951,"['Durandal.js', 'HTML', 'Next.js', 'PostgreSQL']",Project951
1675,759,"['C', 'Design Patterns', 'Git', 'Highcharts', 'JavaScript', 'SQL', 'Web Development']",Project759
1676,476,"['AngularJS', 'ExtJS', 'Feathers JS', 'MariaDB', 'MongoDB', 'MVC', 'Node.js']",Project476
1677,418,"['CSS', 'CSS', 'GraphQL', 'Meteor.js', 'MongoDB', 'Node.js', 'NoSQL', 'OOP']",Project418
1678,342,"['Firebase', 'Highcharts', 'jQuery', 'MongoDB', 'Web Development']",Project342
1679,11,"['JSON', 'Knex.js', 'Meteor.js', 'MVP']",Project11
1680,849,"['AngularJS', 'JavaScript', 'UI Development']",Project849
1682,195,"['Algorithms and Data Structures', 'Nest.js', 'Nest.js', 'Web Development']",Project195
1683,762,"['AngularJS', 'Ember.js', 'Git', 'NoSQL']",Project762
1684,425,"['Ember.js', 'HTML', 'PostgreSQL', 'React']",Project425
1685,954,"['Algorithms and Data Structures', 'HTML', 'JavaScript', 'Vue.js']",Project954
1686,305,"['D3.js', 'Feathers JS', 'Meteor.js']",Project305
1687,521,['OOP'],Project521
1688,534,"['JSON', 'React']",Project534
1689,184,"['C', 'Knockout.js', 'MVC', 'UI Development']",Project184
1690,419,"['Git', 'MariaDB']",Project419
1691,747,"['React', 'UI Development']",Project747
1693,758,['Back-End Development'],Project758
1694,422,"['JSON', 'Knex.js', 'Vue.js', 'Web Development']",Project422
1695,937,"['HTML', 'NW.js']",Project937
1696,816,"['D3.js', 'JSON']",Project816
1697,388,"['MVVM', 'Sails.js']",Project388
1698,665,"['AngularJS', 'CSS', 'Java', 'MariaDB']",Project665
1699,209,"['Design Patterns', 'ExtJS', 'Feathers JS', 'Meteor.js', 'MVC', 'Sails.js']",Project209
1700,210,"['Node.js', 'NoSQL', 'NoSQL']",Project210
1701,335,"['HTML', 'Microservices', 'MySQL', 'Node.js']",Project335
1702,560,"['AdonisJS', 'D3.js']",Project560
1703,818,"['AdonisJS', 'jQuery', 'OOP']",Project818
1704,673,"['jQuery', 'Knex.js', 'MySQL', 'Nuxt.js', 'REST/RESTful APIs', 'UI Development']",Project673
1705,632,"['AngularJS', 'Feathers JS', 'Microservices', 'NW.js', 'React', 'Web Development']",Project632
1706,925,['Fullstack Development'],Project925
1707,682,['JSON'],Project682
1708,807,"['C', 'Feathers JS', 'GraphQL']",Project807
1709,164,"['Back-End Development', 'Back-End Development', 'OOP']",Project164
1710,514,"['Meteor.js', 'Microservices']",Project514
1711,217,"['D3.js', 'Javascript ES6', 'MVVM', 'OOP']",Project217
1712,557,"['Back-End Development', 'Git', 'JavaScript', 'Knockout.js', 'Vue.js']",Project557
1713,74,"['Firebase', 'Javascript ES6', 'JSON', 'JSON', 'Next.js', 'REST/RESTful APIs']",Project74
1714,954,"['Back-End Development', 'Java', 'Next.js']",Project954
1715,406,"['Java', 'Nuxt.js', 'Vue.js']",Project406
1716,131,"['Nest.js', 'Vue.js']",Project131
1717,11,"['JSON', 'MVVM', 'UI Development']",Project11
1718,327,"['AdonisJS', 'Algorithms and Data Structures', 'ExtJS', 'Java', 'jQuery', 'MySQL']",Project327
1719,74,"['AngularJS', 'Highcharts', 'Highcharts', 'Java', 'Next.js', 'PostgreSQL']",Project74
1720,452,"['CSS', 'Ember.js', 'Java', 'Nest.js', 'Nuxt.js', 'SQL']",Project452
1721,177,"['GitHub', 'HTML', 'Nuxt.js']",Project177
1722,431,"['AngularJS', 'MariaDB', 'MVP', 'Postman']",Project431
1723,132,"['HTML', 'NoSQL']",Project132
1724,33,"['Durandal.js', 'Highcharts', 'Node.js']",Project33
1725,278,"['CSS', 'MongoDB', 'NoSQL', 'NoSQL', 'Nuxt.js', 'Vue.js']",Project278
1726,734,"['Back-End Development', 'CSS', 'HTML']",Project734
1728,296,"['ExtJS', 'Fullstack Development', 'Knex.js']",Project296
1729,792,"['ExtJS', 'JavaScript', 'Meteor.js', 'Nest.js', 'NPM Packages Development']",Project792
1730,541,"['Algorithms and Data Structures', 'Ember.js', 'GitHub', 'MVP', 'NoSQL', 'Postman']",Project541
1731,486,"['C', 'jQuery', 'Node.js']",Project486
1732,33,"['Knex.js', 'OOP']",Project33
1733,954,"['ExtJS', 'Javascript ES6', 'MongoDB', 'MVVM']",Project954
1734,948,"['GraphQL', 'Knex.js', 'Web Development']",Project948
1735,773,"['jQuery', 'MariaDB', 'MVVM', 'Vue.js']",Project773
1736,356,"['Feathers JS', 'Feathers JS']",Project356
1737,100,"['Microservices', 'NPM Packages Development', 'Nuxt.js', 'UI Development']",Project100
1738,682,"['Ember.js', 'Fullstack Development']",Project682
1739,415,"['AngularJS', 'Design Patterns', 'Durandal.js', 'MariaDB']",Project415
1740,849,"['Back-End Development', 'Javascript ES6', 'Microservices']",Project849
1741,499,"['ExtJS', 'Firebase', 'Fullstack Development', 'Node.js', 'Vue.js']",Project499
1742,759,"['Back-End Development', 'Back-End Development', 'Microservices', 'Nest.js', 'Sails.js']",Project759
1743,11,"['Express.js', 'Express.js', 'Fullstack Development', 'Nuxt.js']",Project11
1744,523,"['Durandal.js', 'Fullstack Development', 'Meteor.js', 'Next.js']",Project523
1745,387,"['C', 'UI Development']",Project387
1746,647,"['Knockout.js', 'NoSQL']",Project647
1747,986,"['Back-End Development', 'REST/RESTful APIs']",Project986
1748,624,"['AdonisJS', 'C', 'ExtJS']",Project624
1749,928,['NPM Packages Development'],Project928
1750,18,"['C', 'CSS', 'JavaScript', 'NPM Packages Development']",Project18
1751,176,"['Knex.js', 'MVP', 'Next.js', 'React', 'REST/RESTful APIs', 'UI Development']",Project176
1752,768,"['Express.js', 'Fullstack Development', 'Postman']",Project768
1753,470,['OOP'],Project470
1754,308,"['D3.js', 'OOP']",Project308
1755,793,"['Fullstack Development', 'Java']",Project793
1756,965,"['OOP', 'REST/RESTful APIs']",Project965
1757,861,"['Ember.js', 'GraphQL', 'JavaScript', 'NoSQL', 'NPM Packages Development']",Project861
1758,655,"['Meteor.js', 'Node.js', 'SQL', 'UI Development']",Project655
1759,833,"['ArcGIS JavaScript API', 'Next.js', 'REST/RESTful APIs', 'Vue.js']",Project833
1760,412,"['Java', 'NoSQL', 'React']",Project412
1761,9,"['ExtJS', 'MongoDB', 'NW.js', 'Vue.js', 'Web Development']",Project9
1762,923,"['AngularJS', 'Durandal.js', 'JSON', 'Node.js', 'OOP', 'React']",Project923
1763,11,['Feathers JS'],Project11
1764,558,"['Javascript ES6', 'NW.js']",Project558
1765,296,"['Java', 'Next.js', 'OOP', 'PostgreSQL']",Project296
1766,122,"['Back-End Development', 'Express.js', 'REST/RESTful APIs', 'Vue.js', 'Vue.js']",Project122
1767,308,"['C', 'CSS', 'jQuery', 'Microservices', 'Web Development']",Project308
1768,105,"['NoSQL', 'Postman']",Project105
1769,296,"['Ember.js', 'PostgreSQL', 'REST/RESTful APIs']",Project296
1770,833,"['ExtJS', 'MariaDB', 'REST/RESTful APIs']",Project833
1771,620,"['Design Patterns', 'MySQL', 'Next.js', 'Nuxt.js']",Project620
1772,153,"['Algorithms and Data Structures', 'Express.js', 'Javascript ES6', 'MariaDB', 'Postman']",Project153
1773,827,"['Firebase', 'GitHub', 'Knex.js', 'MVP']",Project827
1774,156,"['Algorithms and Data Structures', 'Git', 'Highcharts', 'Javascript ES6', 'PostgreSQL', 'UI Development']",Project156
1775,885,"['MongoDB', 'NoSQL', 'PostgreSQL']",Project885
1776,177,"['Firebase', 'Node.js', 'Vue.js']",Project177
1777,278,"['D3.js', 'D3.js', 'Design Patterns', 'Ember.js', 'Express.js', 'Firebase', 'MVP']",Project278
1778,278,"['Highcharts', 'Knockout.js', 'MVC', 'React', 'REST/RESTful APIs']",Project278
1779,965,"['Ember.js', 'Firebase', 'HTML', 'Javascript ES6']",Project965
1780,698,"['Git', 'Meteor.js', 'MVP', 'Postman', 'UI Development', 'Vue.js']",Project698
1781,12,"['Algorithms and Data Structures', 'GitHub', 'PostgreSQL']",Project12
1782,848,"['AngularJS', 'C', 'Ember.js', 'Feathers JS']",Project848
1783,614,['Nuxt.js'],Project614
1784,541,"['Firebase', 'MVC', 'NW.js', 'SQL']",Project541
1785,180,"['Express.js', 'Node.js', 'Web Development']",Project180
1787,682,"['C', 'Fullstack Development', 'Fullstack Development', 'JSON', 'REST/RESTful APIs']",Project682
1788,274,"['GraphQL', 'Next.js', 'NPM Packages Development', 'Sails.js']",Project274
1789,330,"['Javascript ES6', 'Next.js']",Project330
1790,170,['MySQL'],Project170
1791,17,"['MariaDB', 'Microservices', 'MVC', 'Next.js']",Project17
1792,139,"['HTML', 'HTML', 'Java', 'SQL']",Project139
1793,41,"['ArcGIS JavaScript API', 'C', 'D3.js', 'MVC']",Project41
1794,693,"['C', 'Design Patterns', 'Fullstack Development']",Project693
